date,QQQ,TQQQ,TECL,IEF,GLD,SHY
2018-08-24,182.47999999999996,8.470000000000017,16.04000000000006,102.89,114.15999999999987,83.32999999999993
2018-08-27,184.33999999999997,8.720000000000018,16.49000000000006,102.66,114.58999999999986,83.29999999999993
2018-08-28,184.60999999999996,8.760000000000016,16.54000000000006,102.43000000000002,113.67999999999986,83.26999999999992
2018-08-29,186.73999999999998,9.070000000000018,17.000000000000064,102.40000000000002,114.19999999999987,83.25999999999993
2018-08-30,186.41,9.010000000000018,16.860000000000063,102.59,113.63999999999986,83.31999999999992
2018-08-31,186.64999999999998,9.040000000000019,16.900000000000063,102.61,113.50999999999988,83.33999999999993
2018-09-03,,,,,,
2018-09-04,185.85,8.93000000000002,16.700000000000063,102.17,112.92999999999988,83.18999999999994
2018-09-05,183.44999999999996,8.570000000000018,16.03000000000006,102.16,113.31999999999987,83.18999999999994
2018-09-06,181.80999999999997,8.340000000000016,15.71000000000006,102.37,113.53999999999989,83.21999999999993
2018-09-07,181.10999999999999,8.260000000000016,15.55000000000006,101.91,113.22999999999988,83.12999999999992
2018-09-10,181.71999999999997,8.330000000000016,15.68000000000006,101.97000000000001,113.14999999999988,83.13999999999993
2018-09-11,183.11999999999998,8.520000000000016,16.080000000000062,101.6,113.21999999999987,83.08999999999993
2018-09-12,182.57999999999998,8.450000000000014,15.900000000000064,101.72,114.16999999999987,83.08999999999993
2018-09-13,184.52999999999994,8.700000000000014,16.420000000000066,101.71,113.75999999999986,83.09999999999992
2018-09-14,183.98999999999995,8.630000000000015,16.390000000000065,101.52000000000001,113.01999999999987,83.06999999999992
2018-09-17,181.33999999999997,8.260000000000014,15.77000000000006,101.54000000000002,113.60999999999987,83.04999999999993
2018-09-18,182.83999999999997,8.460000000000013,16.05000000000006,101.12000000000002,113.43999999999986,83.03999999999994
2018-09-19,182.69999999999996,8.440000000000012,15.950000000000061,100.95,113.87999999999985,83.01999999999992
2018-09-20,184.71999999999997,8.710000000000015,16.500000000000064,100.96000000000001,114.26999999999984,83.04999999999993
2018-09-21,183.70999999999998,8.570000000000014,16.330000000000066,101.00000000000001,113.48999999999984,83.02999999999993
2018-09-24,183.88999999999993,8.640000000000015,16.51000000000007,100.89000000000001,113.46999999999984,83.02999999999993
2018-09-25,184.13999999999993,8.680000000000014,16.46000000000007,100.79000000000002,113.64999999999985,83.03999999999995
2018-09-26,184.26999999999995,8.660000000000014,16.230000000000068,101.12000000000003,113.04999999999984,83.04999999999993
2018-09-27,185.82999999999998,8.900000000000016,16.53000000000007,101.12000000000003,112.04999999999983,83.04999999999993
2018-09-28,185.78999999999996,8.900000000000016,16.720000000000066,101.17000000000003,112.75999999999983,83.08999999999993
2018-10-01,186.16999999999996,8.950000000000015,16.970000000000066,100.71000000000002,112.56999999999981,82.92999999999994
2018-10-02,185.74999999999994,8.900000000000016,16.96000000000007,100.97000000000001,113.86999999999982,82.95999999999992
2018-10-03,185.94999999999993,8.920000000000014,17.110000000000067,100.22000000000001,113.41999999999982,82.91999999999993
2018-10-04,182.37999999999994,8.410000000000014,16.230000000000068,99.96000000000002,113.4799999999998,82.89999999999993
2018-10-05,180.14999999999998,8.100000000000014,15.580000000000064,99.72000000000003,113.7999999999998,82.88999999999994
2018-10-08,179.04999999999998,7.9500000000000135,15.060000000000063,99.76000000000003,112.53999999999982,82.86999999999995
2018-10-09,179.62999999999994,8.010000000000014,15.210000000000065,99.95000000000003,112.59999999999981,82.89999999999993
2018-10-10,171.72999999999993,6.970000000000012,13.100000000000053,100.00000000000003,112.8799999999998,82.91999999999993
2018-10-11,169.59999999999997,6.690000000000013,12.530000000000053,100.41000000000003,115.7799999999998,82.94999999999995
2018-10-12,174.31999999999996,7.260000000000012,13.700000000000058,100.29000000000003,115.2299999999998,82.94999999999995
2018-10-15,172.20999999999998,6.980000000000012,13.030000000000054,100.35000000000001,115.9999999999998,82.97999999999996
2018-10-16,177.21999999999997,7.580000000000013,14.210000000000063,100.34000000000002,115.7999999999998,82.94999999999995
2018-10-17,177.28999999999996,7.6100000000000145,14.020000000000062,100.05000000000001,115.78999999999981,82.94999999999995
2018-10-18,173.17999999999998,7.0800000000000125,13.160000000000057,100.23000000000003,115.9199999999998,82.99999999999994
2018-10-19,173.01999999999998,7.050000000000012,13.160000000000057,100.11000000000001,116.00999999999978,82.94999999999995
2018-10-22,173.90999999999997,7.1600000000000135,13.47000000000006,100.13000000000001,115.70999999999978,82.92999999999994
